"Identificador de URL";Nombre;Categorías;"Nombre de propiedad 1";"Valor de propiedad 1";"Nombre de propiedad 2";"Valor de propiedad 2";"Nombre de propiedad 3";"Valor de propiedad 3";Precio;"Precio promocional";"Peso (kg)";"Alto (cm)";"Ancho (cm)";"Profundidad (cm)";Stock;SKU;"Código de barras";"Mostrar en tienda";"Envío sin cargo";Descripción;Tags;"Título para SEO";"Descripción para SEO";Marca;"Producto Físico";"MPN (Número de pieza del fabricante)";Sexo;"Rango de edad";Costo
organizador-giratorio-para-especias;"Organizador giratorio para especias";"Cocina > Utensillos y organización";;;;;;;32,300.00;;2.50;25.00;20.00;20.00;;"SKU0208 BH-001-200";;SI;NO;"<p>Descubrí el <strong>organizador giratorio para especias</strong>, la solución perfecta para mantener tus condimentos ordenados y siempre a mano. Su diseño compacto y práctico permite un acceso rápido a todas tus especias favoritas, optimizando el espacio en tu cocina.<br />
Con una base giratoria suave y resistente, podés seleccionar fácilmente el frasco que necesitás sin desorden. Fabricado con materiales duraderos, es ideal para uso diario y aporta un toque de organización y estilo a tu hogar.<br />
¡Elegí funcionalidad y comodidad con este imprescindible organizador!</p>";"cocina, especias, giratorio, metalico, organizador";"Organizador giratorio de especias metálico con frascos";"Optimiza tu cocina con este organizador giratorio metálico para especias, incluye frascos con tapas transparentes. Ordena y accede fácilmente. ¡Compra ahora!";"Bambi Hogar";SI;;;;
juego-de-jarra-con-vasos-de-vidrio-bambu;"Juego de jarra con vasos de vidrio ""BAMBÚ""";"Cocina > Vajilla";;;;;;;33,600.00;;1.50;30.00;25.00;15.00;52;"BH-001-198 SKU0204";;SI;NO;"<p>Descubrí el <strong>Juego de jarra con vasos de vidrio</strong>, ideal para disfrutar tus bebidas favoritas con estilo y practicidad.<br />
Este set combina una jarra espaciosa y vasos resistentes, perfectos para uso diario o reuniones especiales.<br />
Su diseño transparente realza cualquier mesa, aportando elegancia y frescura.<br />
Fabricado con vidrio de alta calidad, garantiza durabilidad y fácil limpieza.<br />
¡Elegí calidad y funcionalidad para tu hogar con este imprescindible juego!</p>";"estriado, hogar, jarra, vasos, vidrio";"Juego de jarra con vasos de vidrio estriado";"Conjunto de jarra con tapa y cuatro vasos con diseño estriado para un agarre seguro. Perfecto para servir bebidas en casa. ¡Compra ahora!";"Bambi Hogar";SI;;;;
bicicleta-de-montana-con-guardabarros-rodado-29;"Bicicleta de montaña con guardabarros - Rodado 29";"Infantil y Juvenil";;;;;;;383,400.00;;14.00;70.00;110.00;30.00;;"BH-001-204 SKU0198";;SI;NO;"<p>Descubrí la <strong>Bicicleta de montaña con guardabarros</strong>, diseñada para quienes buscan aventura sin preocuparse por el barro y el agua. Su estructura robusta y liviana garantiza resistencia y comodidad en cada recorrido.  </p>
<p>Los guardabarros integrados protegen tu ropa y equipo, permitiéndote disfrutar del camino en cualquier condición. Ideal para senderos, montaña y ciudad.  </p>
<p>¡Disfrutá de la libertad y el estilo en cada pedaleada!</p>";"bicicleta, frenos, guardabarros, montana, senderos";"Bicicleta de montaña con guardabarros y frenos de disco";"Disfruta de tu aventura con esta bicicleta de montaña con guardabarros, frenos de disco y soporte. ¡Compra ahora y explora senderos con seguridad!";"Bambi Hogar";SI;;;;
taladro-portatil-inalambrico-con-estuche-y-accesorios;"Taladro Portatil Inalámbrico con Estuche y Accesorios";Living;;;;;;;76,500.00;;2.50;25.00;30.00;10.00;8;"BH-001-196 SKU0200";;SI;NO;"<p>Descubrí el <strong>Taladro inalámbrico con estuche y accesorios</strong>, la herramienta esencial para tus proyectos de bricolaje. Su diseño compacto y sin cable te brinda libertad de movimiento, ideal para perforar y atornillar con precisión. Incluye un estuche resistente para organizar todos los accesorios y facilitar su transporte. <em>Potencia, comodidad y versatilidad en un solo equipo</em>. ¡Perfecto para profesionales y aficionados!</p>";"accesorios, compacto, estuche, inalambrico, taladro";"Taladro inalámbrico compacto con accesorios y estuche";"Taladro inalámbrico compacto con estuche y múltiples brocas para perforar y atornillar con facilidad. ¡Compra ahora!";"Bambi Hogar";SI;;;;
tarro-de-plastico-marsella-con-cierre-hermetico-700cc;"Tarro de Plástico ""MARSELLA"" con Cierre Hermético - 700cc";"Cocina > Utensillos y organización";;;;;;;12,200.00;;0.00;0.00;0.00;0.00;68;BH-001-178;;SI;NO;"<p>El tarro de pl&aacute;stico&nbsp;<em>""MARSELLA""</em>&nbsp;de 850cc es el aliado perfecto para mantener tus alimentos frescos y protegidos. Su tapa con cierre herm&eacute;tico y junta de silicona asegura un sellado que evita la entrada de aire, humedad e insectos. Ideal para almacenar arroz, legumbres, caf&eacute;, az&uacute;car y m&aacute;s, cuidando la frescura y calidad de tus productos en casa. &iexcl;Reutilizable y pr&aacute;ctico para tu cocina diaria!</p>";;;;;SI;;;;
vaso-doble-con-tapa-y-sorbete-800cc-17yl1;"Vaso Doble con Tapa y Sorbete - 800cc";"Cocina > Vajilla, Infantil y Juvenil > Alimentación";;;;;;;20,800.00;;0.00;0.00;0.00;0.00;0;"SKU0177 BH-001-176";;SI;NO;"<p>Descubr&iacute; el <strong>Vaso Doble con Tapa y Sorbete de 800 cc</strong>, ideal para disfrutar tus bebidas fr&iacute;as con comodidad. Su dise&ntilde;o de doble pared ayuda a mantener la temperatura por m&aacute;s tiempo, mientras que la tapa con sorbete evita derrames y lo hace pr&aacute;ctico para llevar. C&oacute;modo, resistente y funcional, es perfecto para el uso diario. &iexcl;Refresc&aacute; tus momentos con estilo y practicidad!&nbsp;</p>";"doble, resistente, sorbete, tapa, vaso";"Vaso Doble 800cc con Tapa y Sorbete - Mantiene Bebidas Frías";"Disfrutá el vaso doble 800cc con tapa y sorbete, ideal para bebidas frías. Mantiene la temperatura y evita derrames. ¡Compralo ya!";"Bambi Hogar";SI;;;;
mate-con-virola-de-acero-280cc-l0hns;"Mate con Virola de Acero - 280cc";"Cocina > Vajilla, Cocina > Café y té";;;;;;;24,700.00;;0.00;0.00;0.00;0.00;;"SKU0178 BH-001-177";;SI;NO;"<p>Descubr&iacute; el <strong>Mate con Virola de Acero</strong>, un cl&aacute;sico que combina tradici&oacute;n y durabilidad. Su virola de acero refuerza el borde y prolonga la vida &uacute;til del mate, mientras que su tama&ntilde;o es ideal para disfrutar cada cebada. Pr&aacute;ctico y resistente, es perfecto para el uso diario. &iexcl;Viv&iacute; el ritual del mate con estilo y comodidad!&nbsp;</p>";"acero, durable, mate, practico, tradicional";"Mate con Virola de Acero 280cc: Durabilidad y Tradición";"Disfrutá el Mate con Virola de Acero 280cc, resistente y práctico para el ritual diario. ¡Compralo y viví la experiencia auténtica!";"Bambi Hogar";SI;;;;
tarro-de-plastico-marsella-con-cierre-hermetico-850cc-r7a19;"Tarro de Plástico ""MARSELLA"" con Cierre Hermético - 850cc";"Cocina > Utensillos y organización";;;;;;;13,700.00;;0.00;0.00;0.00;0.00;67;"SKU0180 BH-001-179";;SI;NO;"<p>El tarro de pl&aacute;stico&nbsp;<em>""MARSELLA""</em>&nbsp;de 850cc es el aliado perfecto para mantener tus alimentos frescos y protegidos. Su tapa con cierre herm&eacute;tico y junta de silicona asegura un sellado que evita la entrada de aire, humedad e insectos. Ideal para almacenar arroz, legumbres, caf&eacute;, az&uacute;car y m&aacute;s, cuidando la frescura y calidad de tus productos en casa. &iexcl;Reutilizable y pr&aacute;ctico para tu cocina diaria!</p>";;;;;SI;;;;
juegos-de-ollas-carote-o9nr1;"Juegos de Ollas ""CAROTE""";"Cocina > Utensillos y organización";;;;;;;311,500.00;;0.00;0.00;0.00;0.00;0;BH-001-181;;SI;NO;"<p>Descubr&iacute; los <strong>Juegos de Ollas &ldquo;CAROTE&rdquo;</strong>, pensados para llevar tu cocina a otro nivel. Con materiales de alta calidad y excelente distribuci&oacute;n del calor, ofrecen un rendimiento parejo y eficiente en cada preparaci&oacute;n. Su dise&ntilde;o moderno y funcional combina durabilidad y estilo, ideal tanto para el uso diario como para comidas m&aacute;s elaboradas. &iexcl;Cocin&aacute; con confianza, practicidad y dise&ntilde;o en cada plato!&nbsp;</p>";;;;;SI;;;;
volante-pedalera-vibracion-pad-1371o;"Volante + Pedalera - Vibracion Pad";"Infantil y Juvenil, Living, Habitación";;;;;;;300,300.00;;0.00;0.00;0.00;0.00;1;"SKU0181 BH-001-180";;SI;NO;"<p>Descubr&iacute; el <strong>Volante + Pedalera</strong>, ideal para una experiencia de manejo m&aacute;s realista y divertida. Dise&ntilde;ado para brindar precisi&oacute;n y comodidad, es perfecto para juegos de carreras y simuladores. Su estructura resistente y controles accesibles aseguran horas de entretenimiento con mayor inmersi&oacute;n. &iexcl;Sent&iacute; el control y llev&aacute; tu juego al siguiente nivel!&nbsp;</p>";;;;;SI;;;;
mesa-de-arrime-1ofls;"Mesa de Arrime";"Living > Sillones, Living > Decoración, Habitación > Decoración";;;;;;;40,600.00;;0.00;0.00;0.00;0.00;38;"SKU0183 BH-001-182";;SI;NO;"<p>Descubr&iacute; las <strong>Mesas de Arrime</strong>, el complemento ideal para sumar funcionalidad y estilo a tus espacios. Perfectas para el living, dormitorio o rinc&oacute;n de lectura, permiten apoyar objetos, decorar o tener todo a mano. Con un dise&ntilde;o pr&aacute;ctico y vers&aacute;til, se adaptan f&aacute;cilmente a distintos ambientes. &iexcl;Un detalle simple que hace tu hogar m&aacute;s c&oacute;modo y armonioso!</p>";;;;;SI;;;;
aspiradora-2-en-1-rlzcj;"Aspiradora 2 en 1";"Living, Habitación";;;;;;;615,600.00;;0.00;0.00;0.00;0.00;;"SKU0185 BH-001-184";;SI;NO;"<p>Descubr&iacute; la <strong>Aspiradora 2 en 1</strong>, pr&aacute;ctica y vers&aacute;til para mantener tu hogar impecable. Se ad&aacute;pta a distintas superficies y necesidades. Liviana, c&oacute;moda y eficiente, es ideal para la limpieza diaria. &iexcl;Dos funciones en un solo equipo para facilitar tu rutina!&nbsp;</p>";;;;;SI;;;;
mesa-gamer-xi822;"Mesa Gamer con RGB";"Infantil y Juvenil > Muebles y organización, Habitación > Decoración";;;;;;;261,700.00;;0.00;0.00;0.00;0.00;;"SKU0186 BH-001-185";;SI;NO;"<p>Descubr&iacute; la <strong data-start=""12"" data-end=""26"">Mesa Gamer</strong>, dise&ntilde;ada para ofrecer comodidad, estilo y rendimiento en cada partida o jornada de trabajo. Su estructura firme brinda estabilidad, mientras que su dise&ntilde;o moderno suma un look gamer ideal para cualquier setup. Pensada para optimizar el espacio y mejorar la experiencia frente a la pantalla, es perfecta tanto para gaming como para home office. &iexcl;Funcionalidad y dise&ntilde;o en un solo lugar!</p>";;;;;SI;;;;
consola-de-videojuegos-ps5-16r5m;"Consola de Videojuegos PS5";"Infantil y Juvenil, Living, Habitación";;;;;;;261,700.00;;0.00;0.00;0.00;0.00;;"SKU0187 BH-001-186";;NO;NO;"<p>Descubr&iacute; la <strong>Consola de Videojuegos PS5</strong>, pensada para llevar tu experiencia de juego a un nivel superior. Ofrece gr&aacute;ficos de &uacute;ltima generaci&oacute;n, tiempos de carga ultra r&aacute;pidos y un rendimiento fluido que transforma cada partida en algo inmersivo. Ideal para quienes buscan potencia, velocidad y entretenimiento de alta calidad. &iexcl;Viv&iacute; los videojuegos como nunca antes!&nbsp;</p>";;;;;SI;;;;
cepillo-modelador-skyx8;"Cepillo Modelador";"Belleza > Cepillos eléctricos";;;;;;;449,700.00;;0.00;0.00;0.00;0.00;;"SKU0189 BH-001-188";;SI;NO;"<p>Descubr&iacute; el <strong>Cepillo Modelador</strong>, ideal para lograr un peinado prolijo y con estilo en pocos minutos. Su dise&ntilde;o facilita el modelado del cabello, ayudando a dar forma y volumen de manera pr&aacute;ctica y c&oacute;moda. Perfecto para el uso diario, combina funcionalidad y facilidad de uso. &iexcl;Pein&aacute;, model&aacute; y luc&iacute; tu look con confianza!&nbsp;</p>";;;;;SI;;;;
silla-gamer-de-colores-1p166;"Silla Gamer de Colores";"Infantil y Juvenil > Muebles y organización, Habitación > Decoración";;;;;;;236,000.00;;0.00;0.00;0.00;0.00;;"SKU0190 BH-001-189";;SI;NO;"<p>Descubr&iacute; la <strong>Silla Gamer de Colores Negro y Rojo</strong>, dise&ntilde;ada para brindar comodidad y estilo durante largas sesiones de juego o trabajo. Su dise&ntilde;o ergon&oacute;mico ofrece un soporte adecuado, mientras que la combinaci&oacute;n de colores le da un look moderno y din&aacute;mico. Resistente y confortable, es ideal para completar tu setup gamer. &iexcl;Comodidad y presencia en cada partida!&nbsp;</p>";;;;;SI;;;;
sillon-negro-de-oficina-de-cuero-14fb2;"Sillón Negro de Oficina de Cuero";"Infantil y Juvenil > Muebles y organización, Habitación > Decoración";;;;;;;263,700.00;;0.00;0.00;0.00;0.00;1;"SKU0191 BH-001-190";;SI;NO;"<p>Descubr&iacute; el <strong>Sill&oacute;n Negro de Oficina de Cuero</strong>, pensado para ofrecer confort y elegancia en tu espacio de trabajo. Su dise&ntilde;o ergon&oacute;mico brinda un apoyo c&oacute;modo durante largas jornadas, mientras que el revestimiento de cuero aporta un estilo profesional y sofisticado. Resistente y funcional, es ideal para oficinas y home office. &iexcl;Comodidad y presencia en cada d&iacute;a laboral!</p>";;;;;SI;;;;
planchita-de-pelo-1xnlq;"Planchita de Pelo";"Belleza > Planchitas y bucleras";;;;;;;187,100.00;;0.00;0.00;0.00;0.00;;"SKU0192 BH-001-191";;SI;NO;"<p>Descubr&iacute; la <strong>Planchita de Pelo</strong>, ideal para lograr un alisado prolijo y duradero. Dise&ntilde;ada para un calentamiento r&aacute;pido y un uso c&oacute;modo, permite peinar con facilidad y cuidar el cabello en cada pasada. Pr&aacute;ctica y funcional, es perfecta para el uso diario o para ocasiones especiales. &iexcl;Luc&iacute; un cabello liso y brillante en minutos!&nbsp;</p>";;;;;SI;;;;
robot-de-cocina-mambo-19sc7;"Robot de Cocina ""MAMBO""";"Cocina > Utensillos y organización";;;;;;;1,838,100.00;;0.00;0.00;0.00;0.00;0;"SKU0193 BH-001-192";;SI;NO;"<p>Descubr&iacute; el <strong>Robot de Cocina &ldquo;MAMBO&rdquo;</strong>, el compa&ntilde;ero ideal para simplificar tus preparaciones diarias. Con m&uacute;ltiples funciones integradas, te ayuda a mezclar, cocinar, batir y m&aacute;s, todo en un solo equipo. Durable, f&aacute;cil de usar y vers&aacute;til, convierte cualquier receta en una experiencia m&aacute;s r&aacute;pida y placentera. &iexcl;Llev&aacute; tu cocina al pr&oacute;ximo nivel con este asistente inteligente!&nbsp;</p>";;;;;SI;;;;
aspiradora-robot-recargable-xvkz8;"Aspiradora Robot Recargable";"Living, Habitación";;;;;;;366,800.00;;0.00;0.00;0.00;0.00;0;"SKU0194 BH-001-193";;SI;NO;"<p>Descubr&iacute; la <strong>Aspiradora Robot Recargable</strong>, la soluci&oacute;n inteligente para mantener tus pisos limpios sin esfuerzo. Con su dise&ntilde;o aut&oacute;nomo y recargable, se desplaza por tus espacios limpiando polvo y suciedad mientras vos te ocup&aacute;s de otras cosas. Pr&aacute;ctica, silenciosa y eficiente, es ideal para el d&iacute;a a d&iacute;a en hogares modernos. &iexcl;Dej&aacute; que la limpieza se haga sola!&nbsp;</p>";;;;;SI;;;;
horno-bake-y-fry-94s9f;"Horno ""Bake y Fry""";"Cocina > Utensillos y organización";;;;;;;300,300.00;;0.00;0.00;0.00;0.00;1;"SKU0195 BH-001-194";;SI;NO;"<p>Descubr&iacute; el <strong>Horno &ldquo;Bake y Fry&rdquo;</strong>, ideal para cocinar de forma pr&aacute;ctica y m&aacute;s saludable. Permite hornear y fre&iacute;r con aire caliente, logrando preparaciones crocantes por fuera y tiernas por dentro, con menos aceite. Su dise&ntilde;o moderno y f&aacute;cil uso lo convierten en un aliado perfecto para el d&iacute;a a d&iacute;a en la cocina. &iexcl;Versatilidad, sabor y comodidad en un solo equipo!&nbsp;</p>";;;;;SI;;;;
cafetera-cafelizzia-vdiup;"Cafetera Cafelizzia";"Cocina > Café y té";;;;;;;318,600.00;;0.00;0.00;0.00;0.00;0;"SKU0196 BH-001-195";;SI;NO;"<p>Descubr&iacute; la <strong>Cafetera Cafelizzia</strong>, pensada para que prepares tu caf&eacute; favorito de forma sencilla y con excelente sabor. Su dise&ntilde;o pr&aacute;ctico combina funcionalidad y estilo, ideal para usar todos los d&iacute;as en casa. Disfrut&aacute; de bebidas calientes intensas y bien arom&aacute;ticas con solo presionar un bot&oacute;n. &iexcl;Un comienzo perfecto para tu d&iacute;a!&nbsp;</p>";;;;;SI;;;;
plato-de-postre-c-ala-ancha-19cm-individual;"Plato de Postre C/Ala ancha - 19cm - Individual";"Cocina > Vajilla";;;;;;;11,300.00;;0.00;0.00;0.00;0.00;47;BH-001-172;;SI;NO;"<p>Descubr&iacute; el&nbsp;<strong>Plato de Postre</strong>, ideal para presentar tus postres con un toque elegante. Su dise&ntilde;o individual realza cada preparaci&oacute;n, combinando practicidad y estilo para el uso diario o ocasiones especiales. Resistente y funcional, es perfecto para sumar distinci&oacute;n a tu mesa. &iexcl;Un detalle simple que hace la diferencia!&nbsp;</p>";"elegante, individual, plato, postre, resistente";"Plato de Postre 19cm con Ala Ancha - Elegancia Individual";"Plato de postre 19cm con ala ancha, ideal para presentar postres con estilo y resistencia. Perfecto para uso diario y ocasiones especiales. ¡Compra ahora!";"Bambi Hogar";SI;;;;
bowl-de-melamina-c-tapa-26-5x11cm;"Bowl de Melamina C/Tapa - 26.5x11cm";"Cocina > Utensillos y organización";;;;;;;27,300.00;;0.00;0.00;0.00;0.00;26;BH-001-171;;SI;NO;"<p>Descubr&iacute; el&nbsp;<strong>Bowl de Melamina con Tapa de 26,5&times;11 cm</strong>, ideal para preparar, servir o conservar alimentos con practicidad. Su material resistente y liviano lo hace perfecto para el uso diario, mientras que la tapa brinda mayor comodidad y protecci&oacute;n. Funcional y vers&aacute;til, es una excelente opci&oacute;n para mantener todo en orden en tu cocina. &iexcl;Pr&aacute;ctico, duradero y f&aacute;cil de usar!</p>";"bowl, melamina, practico, resistente, tapa";"Bowl de Melamina con Tapa 26,5x11 cm - Práctico y Duradero";"Bowl de melamina con tapa ideal para preparar y conservar alimentos. Resistente, liviano y funcional. ¡Compra ahora y organiza tu cocina!";"Bambi Hogar";SI;;;;
